Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Mexico,713,2910,Omicron (BA.1),22.82,45072,353.47
Mexico,727,3191,Omicron (BA.1),25.03,48263,378.5
Mexico,741,3187,Omicron (BA.1),25.0,51450,403.5
Mexico,755,1878,Omicron (BA.1),14.73,53328,418.23
Mexico,769,1467,Omicron (BA.1),11.51,54795,429.74
Mexico,783,753,Omicron (BA.1),5.91,55548,435.65
Mexico,797,366,Omicron (BA.1),2.87,55914,438.52
Mexico,811,425,Omicron (BA.1),3.33,56339,441.85
Mexico,825,319,Omicron (BA.2),2.5,56658,444.35
Mexico,839,484,Omicron (BA.2),3.8,57142,448.15
Mexico,853,939,Omicron (BA.2),7.36,58081,455.51
Mexico,867,1513,Omicron (BA.2),11.87,59594,467.38
Mexico,881,2210,Omicron (BA.2.12.1),17.33,61804,484.71
Mexico,895,2891,Omicron (BA.5),22.67,64695,507.38
Mexico,909,2146,Omicron (BA.5),16.83,66841,524.21
Mexico,923,2812,Omicron (BA.5),22.05,69653,546.26
Mexico,937,2381,Omicron (BA.5),18.67,72034,564.93
Mexico,951,1630,Omicron (BA.5),12.78,73664,577.71
Mexico,965,844,Omicron (BA.5),6.62,74508,584.33
Mexico,979,519,Omicron (BA.5),4.07,75027,588.4
Mexico,993,361,Omicron (BA.5),2.83,75388,591.23
Mexico,1007,217,Omicron (BA.5),1.7,75605,592.93
Mexico,1021,279,Omicron (BA.5),2.19,75884,595.12
Mexico,1035,524,Omicron (BA.5),4.11,76408,599.23
Mexico,1049,674,Omicron (BQ.1),5.29,77082,604.52
Mexico,1063,1515,Omicron (BQ.1),11.88,78597,616.4
Mexico,1077,941,Omicron (BQ.1),7.38,79538,623.78
Mexico,1091,1045,Omicron (BQ.1),8.2,80583,631.98
Mexico,1105,739,Omicron (BQ.1),5.8,81322,637.78
Mexico,1119,271,Omicron (XBB.1.5),2.13,81593,639.91
Mexico,1133,285,Omicron (XBB.1.5),2.24,81878,642.15
Mexico,1147,173,Omicron (XBB.1.5),1.36,82051,643.51
Mexico,1161,343,Omicron (XBB.1.5),2.69,82394,646.2
Mexico,1175,346,Omicron (XBB.1.5),2.71,82740,648.91
Mexico,1189,387,Omicron (XBB.1.5),3.04,83127,651.95
Mexico,1203,306,Omicron (XBB.1.5),2.4,83433,654.35
Mexico,1217,299,Omicron (XBB.1.5),2.35,83732,656.7
Mexico,1231,185,Omicron (XBB.1.5),1.45,83917,658.15
Mexico,1245,53,Omicron (XBB.1.5),0.42,83970,658.57
Mexico,1259,34,Omicron (XBB.1.5),0.27,84004,658.84
Mexico,1273,139,Omicron (XBB.1.5),1.09,84143,659.93
Mexico,1287,214,Omicron (XBB.1.5),1.68,84357,661.61
Mexico,1301,248,Omicron (XBB.1.5),1.95,84605,663.56
Mexico,1315,174,Omicron (XBB.1.5),1.36,84779,664.92
Mexico,1329,46,Omicron (XBB.1.16),0.36,84825,665.28
Mexico,1343,11,,0.09,84836,665.37
Moldova,153,3,,0.92,3,0.92
Moldova,237,8,,2.44,11,3.36
Moldova,377,1,,0.31,12,3.67
Moldova,391,3,,0.92,15,4.59
Moldova,405,4,,1.22,19,5.81
Moldova,419,3,,0.92,22,6.73
Moldova,433,2,,0.61,24,7.34
Moldova,447,7,,2.14,31,9.48
Moldova,461,3,,0.92,34,10.4
Moldova,475,6,,1.83,40,12.23
Moldova,489,6,,1.83,46,14.06
Moldova,517,2,,0.61,48,14.67
Moldova,531,10,,3.06,58,17.73
Moldova,545,1,,0.31,59,18.04
Moldova,573,5,,1.53,64,19.57
Moldova,587,2,,0.61,66,20.18
Moldova,601,35,Delta,10.69,101,30.87
Moldova,615,1,,0.31,102,31.18
Moldova,643,2,,0.61,104,31.79
Moldova,657,13,,3.97,117,35.76
Moldova,671,10,,3.06,127,38.82
Moldova,685,13,,3.97,140,42.79
Moldova,699,30,Delta,9.17,170,51.96
Moldova,713,19,,5.81,189,57.77
Moldova,727,136,Omicron (BA.1),41.55,325,99.32
Moldova,741,49,Omicron (BA.1),14.97,374,114.29
Moldova,755,53,Omicron (BA.1),16.19,427,130.48
Moldova,769,29,,8.86,456,139.34
Moldova,783,29,,8.86,485,148.2
Moldova,797,10,,3.06,495,151.26
Moldova,811,36,Omicron (BA.2),11.0,531,162.26
Moldova,825,22,,6.72,553,168.98
Moldova,839,17,,5.19,570,174.17
Moldova,853,7,,2.14,577,176.31
Moldova,867,4,,1.22,581,177.53
Moldova,881,12,,3.67,593,181.2
Moldova,895,13,,3.97,606,185.17
Moldova,909,22,,6.72,628,191.89
Moldova,937,5,,1.53,633,193.42
Moldova,951,25,,7.64,658,201.06
Moldova,965,27,,8.25,685,209.31
Moldova,1021,4,,1.22,689,210.53
Moldova,1035,2,,0.61,691,211.14
Moldova,1049,8,,2.44,699,213.58
Moldova,1063,15,,4.58,714,218.16
Moldova,1077,7,,2.14,721,220.3
Moldova,1091,8,,2.44,729,222.74
Moldova,1105,22,,6.72,751,229.46
Moldova,1119,12,,3.67,763,233.13
Moldova,1161,1,,0.31,764,233.44
Moldova,1175,4,,1.22,768,234.66
Moldova,1189,2,,0.61,770,235.27
Moldova,1203,1,,0.31,771,235.58
Monaco,377,1,,27.4,1,27.4
Monaco,391,1,,27.4,2,54.8
Monaco,405,4,,109.62,6,164.42
Monaco,461,2,,54.81,8,219.23
Monaco,489,1,,27.4,9,246.63
Monaco,517,20,,548.08,29,794.71
Monaco,531,12,,328.85,41,1123.56
Monaco,545,1,,27.4,42,1150.96
Monaco,559,22,,602.89,64,1753.85
Monaco,573,5,,137.02,69,1890.87
Monaco,587,6,,164.42,75,2055.29
Monaco,615,2,,54.81,77,2110.1
Monaco,643,1,,27.4,78,2137.5
Monaco,657,4,,109.62,82,2247.12
Monaco,671,1,,27.4,83,2274.52
Monaco,699,1,,27.4,84,2301.92
Monaco,755,8,,219.23,92,2521.15
Monaco,769,4,,109.62,96,2630.77
Monaco,853,2,,54.81,98,2685.58
Monaco,1343,1,,27.4,99,2712.98
Monaco,1357,1,,27.4,100,2740.38
Mongolia,111,3,,0.88,3,0.88
Mongolia,125,2,,0.59,5,1.47
Mongolia,139,1,,0.29,6,1.76
Mongolia,153,1,,0.29,7,2.05
Mongolia,167,2,,0.59,9,2.64
Mongolia,181,2,,0.59,11,3.23
Mongolia,237,1,,0.29,12,3.52
Mongolia,265,4,,1.18,16,4.7
Mongolia,279,1,,0.29,17,4.99
Mongolia,293,10,,2.94,27,7.93
Mongolia,307,3,,0.88,30,8.81
Mongolia,321,4,,1.18,34,9.99
Mongolia,335,2,,0.59,36,10.58
Mongolia,349,11,,3.24,47,13.82
Mongolia,363,23,,6.77,70,20.59
Mongolia,377,8,,2.35,78,22.94
Mongolia,391,18,,5.3,96,28.24
Mongolia,405,26,,7.65,122,35.89
Mongolia,419,54,Others,15.89,176,51.78
Mongolia,433,46,Others,13.54,222,65.32
Mongolia,447,24,,7.06,246,72.38
Mongolia,461,128,Alpha,37.67,374,110.05
Mongolia,475,40,Others,11.77,414,121.82
Mongolia,489,45,Alpha,13.24,459,135.06
Mongolia,503,74,Alpha,21.78,533,156.84
Mongolia,517,72,Alpha,21.19,605,178.03
Mongolia,531,103,Alpha,30.31,708,208.34
Mongolia,545,65,Alpha,19.13,773,227.47
Mongolia,559,203,Alpha,59.73,976,287.2
Mongolia,573,139,Alpha,40.9,1115,328.1
Mongolia,587,82,Delta,24.13,1197,352.23
Mongolia,601,91,Delta,26.78,1288,379.01
Mongolia,615,35,Delta,10.3,1323,389.31
Mongolia,629,43,Delta,12.65,1366,401.96
Mongolia,643,11,,3.24,1377,405.2
Mongolia,657,11,,3.24,1388,408.44
Mongolia,671,31,Delta,9.12,1419,417.56
Mongolia,685,12,,3.53,1431,421.09
Mongolia,699,18,,5.3,1449,426.39
Mongolia,713,13,,3.83,1462,430.22
Mongolia,727,92,Omicron (BA.1),27.07,1554,457.29
Mongolia,741,4,,1.18,1558,458.47
Mongolia,755,31,Omicron (BA.1),9.12,1589,467.59
Mongolia,769,5,,1.47,1594,469.06
Mongolia,783,39,Omicron (BA.1),11.48,1633,480.54
Mongolia,797,2,,0.59,1635,481.13
Mongolia,811,1,,0.29,1636,481.42
Mongolia,825,12,,3.53,1648,484.95
Mongolia,839,20,,5.89,1668,490.84
Mongolia,853,54,Omicron (BA.2),15.89,1722,506.73
Mongolia,867,31,Omicron (BA.2),9.12,1753,515.85
Mongolia,881,29,,8.53,1782,524.38
Mongolia,895,13,,3.83,1795,528.21
Mongolia,909,28,,8.24,1823,536.45
Mongolia,923,36,Omicron (BA.5),10.59,1859,547.04
Mongolia,937,35,Omicron (BA.5),10.3,1894,557.34
Mongolia,951,36,Omicron (BA.5),10.59,1930,567.93
Mongolia,965,8,,2.35,1938,570.28
Mongolia,979,7,,2.06,1945,572.34
Mongolia,993,4,,1.18,1949,573.52
Mongolia,1007,8,,2.35,1957,575.87
Mongolia,1021,13,,3.83,1970,579.7
Mongolia,1035,4,,1.18,1974,580.88
Mongolia,1049,9,,2.65,1983,583.53
Mongolia,1077,4,,1.18,1987,584.71
Mongolia,1147,3,,0.88,1990,585.59
Mongolia,1161,2,,0.59,1992,586.18
Mongolia,1175,1,,0.29,1993,586.47
Mongolia,1189,9,,2.65,2002,589.12
Mongolia,1203,4,,1.18,2006,590.3
Mongolia,1217,3,,0.88,2009,591.18
Montenegro,181,9,,14.35,9,14.35
Montenegro,363,4,,6.38,13,20.73
Montenegro,377,15,,23.92,28,44.65
Montenegro,503,6,,9.57,34,54.22
Montenegro,517,26,,41.46,60,95.68
Montenegro,531,10,,15.95,70,111.63
Montenegro,545,16,,25.52,86,137.15
Montenegro,559,44,Delta,70.17,130,207.32
Montenegro,573,61,Delta,97.28,191,304.6
Montenegro,587,43,Delta,68.57,234,373.17
Montenegro,601,15,,23.92,249,397.09
Montenegro,629,11,,17.54,260,414.63
Montenegro,643,20,,31.89,280,446.52
Montenegro,657,32,Delta,51.03,312,497.55
Montenegro,671,28,,44.65,340,542.2
Montenegro,685,79,Delta,125.98,419,668.18
Montenegro,699,88,Delta,140.33,507,808.51
Montenegro,713,6,,9.57,513,818.08
Montenegro,727,45,Omicron (BA.1),71.76,558,889.84
Montenegro,741,39,Omicron (BA.1),62.19,597,952.03
Montenegro,755,22,,35.08,619,987.11
Montenegro,769,6,,9.57,625,996.68
Montenegro,783,6,,9.57,631,1006.25
Montenegro,797,48,Omicron (BA.2),76.55,679,1082.8
Montenegro,811,17,,27.11,696,1109.91
Montenegro,825,1,,1.59,697,1111.5
Montenegro,839,17,,27.11,714,1138.61
Montenegro,853,15,,23.92,729,1162.53
Montenegro,867,9,,14.35,738,1176.88
Montenegro,881,8,,12.76,746,1189.64
Montenegro,895,7,,11.16,753,1200.8
Montenegro,909,30,Omicron (BA.5),47.84,783,1248.64
Montenegro,923,31,Omicron (BA.5),49.44,814,1298.08
Montenegro,937,49,Omicron (BA.5),78.14,863,1376.22
Montenegro,1021,11,,17.54,874,1393.76
Montenegro,1035,15,,23.92,889,1417.68
Montenegro,1049,2,,3.19,891,1420.87
Montenegro,1063,4,,6.38,895,1427.25
Montenegro,1077,6,,9.57,901,1436.82
Montenegro,1091,14,,22.33,915,1459.15
Montenegro,1105,13,,20.73,928,1479.88
Montenegro,1119,12,,19.14,940,1499.02
Montenegro,1133,14,,22.33,954,1521.35
Montenegro,1161,6,,9.57,960,1530.92
Montenegro,1175,5,,7.97,965,1538.89
Montenegro,1189,9,,14.35,974,1553.24
Montenegro,1203,2,,3.19,976,1556.43
Montenegro,1217,1,,1.59,977,1558.02
Montenegro,1231,3,,4.78,980,1562.8
Montenegro,1245,2,,3.19,982,1565.99
Montenegro,1315,10,,15.95,992,1581.94
Montenegro,1343,2,,3.19,994,1585.13
Montenegro,1357,5,,7.97,999,1593.1
Montenegro,1371,1,,1.59,1000,1594.69
Morocco,111,30,Others,0.8,30,0.8
Morocco,125,7,,0.19,37,0.99
Morocco,139,13,,0.35,50,1.34
Morocco,153,6,,0.16,56,1.5
Morocco,167,7,,0.19,63,1.69
Morocco,181,23,,0.61,86,2.3
Morocco,195,7,,0.19,93,2.49
Morocco,209,18,,0.48,111,2.97
Morocco,223,5,,0.13,116,3.1
Morocco,237,3,,0.08,119,3.18
Morocco,251,1,,0.03,120,3.21
Morocco,279,3,,0.08,123,3.29
Morocco,293,1,,0.03,124,3.32
Morocco,307,5,,0.13,129,3.45
Morocco,335,18,,0.48,147,3.93
Morocco,349,21,,0.56,168,4.49
Morocco,363,23,,0.61,191,5.1
Morocco,391,7,,0.19,198,5.29
Morocco,405,16,,0.43,214,5.72
Morocco,419,14,,0.37,228,6.09
Morocco,433,33,Alpha,0.88,261,6.97
Morocco,447,16,,0.43,277,7.4
Morocco,461,9,,0.24,286,7.64
Morocco,489,13,,0.35,299,7.99
Morocco,503,20,,0.53,319,8.52
Morocco,517,7,,0.19,326,8.71
Morocco,531,1,,0.03,327,8.74
Morocco,545,33,Delta,0.88,360,9.62
Morocco,559,6,,0.16,366,9.78
Morocco,587,17,,0.45,383,10.23
Morocco,601,36,Delta,0.96,419,11.19
Morocco,615,1,,0.03,420,11.22
Morocco,643,55,Delta,1.47,475,12.69
Morocco,657,1,,0.03,476,12.72
Morocco,671,17,,0.45,493,13.17
Morocco,685,4,,0.11,497,13.28
Morocco,699,26,,0.69,523,13.97
Morocco,713,36,Omicron (BA.1),0.96,559,14.93
Morocco,727,53,Omicron (BA.1),1.41,612,16.34
Morocco,741,51,Omicron (BA.1),1.36,663,17.7
Morocco,755,17,,0.45,680,18.15
Morocco,769,10,,0.27,690,18.42
Morocco,783,4,,0.11,694,18.53
Morocco,797,10,,0.27,704,18.8
Morocco,811,32,Omicron (BA.2),0.85,736,19.65
Morocco,825,18,,0.48,754,20.13
Morocco,839,18,,0.48,772,20.61
Morocco,853,30,Omicron (BA.2),0.8,802,21.41
Morocco,867,47,Omicron (BA.5),1.25,849,22.66
Morocco,881,187,Omicron (BA.5),4.99,1036,27.65
Morocco,895,264,Omicron (BA.5),7.05,1300,34.7
Morocco,909,33,Omicron (BA.5),0.88,1333,35.58
Morocco,923,34,Omicron (BA.5),0.91,1367,36.49
Morocco,937,26,,0.69,1393,37.18
Morocco,951,18,,0.48,1411,37.66
Morocco,965,9,,0.24,1420,37.9
Morocco,979,9,,0.24,1429,38.14
Morocco,1021,3,,0.08,1432,38.22
Morocco,1035,22,,0.59,1454,38.81
Morocco,1049,43,Omicron (BQ.1),1.15,1497,39.96
Morocco,1063,30,Omicron (BQ.1),0.8,1527,40.76
Morocco,1077,28,,0.75,1555,41.51
Morocco,1091,24,,0.64,1579,42.15
Morocco,1105,7,,0.19,1586,42.34
Morocco,1119,4,,0.11,1590,42.45
Morocco,1133,4,,0.11,1594,42.56
Morocco,1147,3,,0.08,1597,42.64
Morocco,1161,4,,0.11,1601,42.75
Morocco,1175,5,,0.13,1606,42.88
Morocco,1189,2,,0.05,1608,42.93
Morocco,1203,14,,0.37,1622,43.3
Morocco,1217,9,,0.24,1631,43.54
Morocco,1231,2,,0.05,1633,43.59
Morocco,1287,1,,0.03,1634,43.62
Morocco,1315,5,,0.13,1639,43.75
Morocco,1329,17,,0.45,1656,44.2
Morocco,1343,2,,0.05,1658,44.25
Mozambique,181,7,,0.21,7,0.21
Mozambique,209,1,,0.03,8,0.24
Mozambique,223,4,,0.12,12,0.36
Mozambique,237,5,,0.15,17,0.51
Mozambique,251,3,,0.09,20,0.6
Mozambique,265,8,,0.24,28,0.84
Mozambique,279,1,,0.03,29,0.87
Mozambique,293,20,,0.61,49,1.48
Mozambique,307,7,,0.21,56,1.69
Mozambique,321,23,,0.7,79,2.39
Mozambique,335,11,,0.33,90,2.72
Mozambique,349,29,,0.88,119,3.6
Mozambique,363,83,Beta,2.52,202,6.12
Mozambique,377,52,Beta,1.58,254,7.7
Mozambique,391,34,Beta,1.03,288,8.73
Mozambique,405,20,,0.61,308,9.34
Mozambique,419,33,Beta,1.0,341,10.34
Mozambique,433,37,Beta,1.12,378,11.46
Mozambique,447,7,,0.21,385,11.67
Mozambique,461,18,,0.55,403,12.22
Mozambique,475,14,,0.42,417,12.64
Mozambique,489,3,,0.09,420,12.73
Mozambique,503,17,,0.52,437,13.25
Mozambique,517,39,Delta,1.18,476,14.43
Mozambique,531,139,Delta,4.22,615,18.65
Mozambique,545,158,Delta,4.79,773,23.44
Mozambique,559,87,Delta,2.64,860,26.08
Mozambique,573,23,,0.7,883,26.78
Mozambique,587,2,,0.06,885,26.84
Mozambique,601,28,,0.85,913,27.69
Mozambique,615,11,,0.33,924,28.02
Mozambique,629,4,,0.12,928,28.14
Mozambique,643,2,,0.06,930,28.2
Mozambique,657,1,,0.03,931,28.23
Mozambique,685,35,Omicron (BA.1),1.06,966,29.29
Mozambique,699,41,Omicron (BA.1),1.24,1007,30.53
Mozambique,713,20,,0.61,1027,31.14
Mozambique,727,31,Omicron (BA.1),0.94,1058,32.08
Mozambique,741,5,,0.15,1063,32.23
Mozambique,755,3,,0.09,1066,32.32
Mozambique,769,4,,0.12,1070,32.44
Mozambique,783,1,,0.03,1071,32.47
Mozambique,811,1,,0.03,1072,32.5
Mozambique,839,2,,0.06,1074,32.56
Mozambique,853,5,,0.15,1079,32.71
Mozambique,867,11,,0.33,1090,33.04
Mozambique,881,9,,0.27,1099,33.31
Mozambique,895,17,,0.52,1116,33.83
Mozambique,909,19,,0.58,1135,34.41
Mozambique,923,20,,0.61,1155,35.02
Mozambique,937,10,,0.3,1165,35.32
Mozambique,951,7,,0.21,1172,35.53
Mozambique,965,11,,0.33,1183,35.86
Mozambique,979,4,,0.12,1187,35.98
Mozambique,993,10,,0.3,1197,36.28
Mozambique,1007,6,,0.18,1203,36.46
Mozambique,1021,4,,0.12,1207,36.58
Mozambique,1035,12,,0.36,1219,36.94
Mozambique,1049,11,,0.33,1230,37.27
Mozambique,1063,1,,0.03,1231,37.3
Mozambique,1077,39,Omicron (XBB),1.18,1270,38.48
Mozambique,1091,54,Omicron (XBB),1.64,1324,40.12
Mozambique,1105,32,Omicron (XBB),0.97,1356,41.09
Mozambique,1119,16,,0.49,1372,41.58
Mozambique,1133,16,,0.49,1388,42.07
Mozambique,1147,5,,0.15,1393,42.22
Mozambique,1161,4,,0.12,1397,42.34
Mozambique,1175,1,,0.03,1398,42.37
Namibia,391,9,,3.51,9,3.51
Namibia,419,11,,4.29,20,7.8
Namibia,433,8,,3.12,28,10.92
Namibia,447,5,,1.95,33,12.87
Namibia,461,14,,5.45,47,18.32
Namibia,475,5,,1.95,52,20.27
Namibia,503,4,,1.56,56,21.83
Namibia,517,32,Delta,12.47,88,34.3
Namibia,545,36,Delta,14.02,124,48.32
Namibia,559,1,,0.39,125,48.71
Namibia,573,3,,1.17,128,49.88
Namibia,601,2,,0.78,130,50.66
Namibia,671,1,,0.39,131,51.05
Namibia,685,23,,8.96,154,60.01
Namibia,699,123,Omicron (BA.1),47.92,277,107.93
Namibia,713,183,Omicron (BA.1),71.29,460,179.22
Namibia,727,44,Omicron (BA.1),17.14,504,196.36
Namibia,741,3,,1.17,507,197.53
Namibia,755,4,,1.56,511,199.09
Namibia,769,3,,1.17,514,200.26
Namibia,783,3,,1.17,517,201.43
Namibia,797,1,,0.39,518,201.82
Namibia,811,1,,0.39,519,202.21
Namibia,825,12,,4.67,531,206.88
Namibia,839,45,Omicron (BA.4),17.53,576,224.41
Namibia,853,58,Omicron (BA.4),22.59,634,247.0
Namibia,867,6,,2.34,640,249.34
Namibia,881,2,,0.78,642,250.12
Namibia,895,1,,0.39,643,250.51
Namibia,1091,14,,5.45,657,255.96
Namibia,1105,13,,5.06,670,261.02
Namibia,1203,2,,0.78,672,261.8
Namibia,1217,2,,0.78,674,262.58
Namibia,1231,1,,0.39,675,262.97
Namibia,1245,1,,0.39,676,263.36
Nepal,167,1,,0.03,1,0.03
Nepal,195,1,,0.03,2,0.06
Nepal,209,3,,0.1,5,0.16
Nepal,223,1,,0.03,6,0.19
Nepal,265,1,,0.03,7,0.22
Nepal,461,6,,0.2,13,0.42
Nepal,475,20,,0.65,33,1.07
Nepal,489,88,Delta,2.88,121,3.95
Nepal,503,66,Delta,2.16,187,6.11
Nepal,517,63,Delta,2.06,250,8.17
Nepal,531,104,Delta,3.4,354,11.57
Nepal,545,96,Delta,3.14,450,14.71
Nepal,559,96,Delta,3.14,546,17.85
Nepal,573,149,Delta,4.88,695,22.73
Nepal,587,204,Delta,6.68,899,29.41
Nepal,601,163,Delta,5.34,1062,34.75
Nepal,615,303,Delta,9.92,1365,44.67
Nepal,629,138,Delta,4.52,1503,49.19
Nepal,643,108,Delta,3.54,1611,52.73
Nepal,657,31,Delta,1.01,1642,53.74
Nepal,671,37,Delta,1.21,1679,54.95
Nepal,685,86,Delta,2.82,1765,57.77
Nepal,699,103,Delta,3.37,1868,61.14
Nepal,713,51,Omicron (BA.1),1.67,1919,62.81
Nepal,727,320,Omicron (BA.2),10.48,2239,73.29
Nepal,741,142,Omicron (BA.2),4.65,2381,77.94
Nepal,755,19,,0.62,2400,78.56
Nepal,769,12,,0.39,2412,78.95
Nepal,783,11,,0.36,2423,79.31
Nepal,797,3,,0.1,2426,79.41
Nepal,811,1,,0.03,2427,79.44
Nepal,825,7,,0.23,2434,79.67
Nepal,839,21,,0.69,2455,80.36
Nepal,853,6,,0.2,2461,80.56
Nepal,867,24,,0.79,2485,81.35
Nepal,881,15,,0.49,2500,81.84
Nepal,895,11,,0.36,2511,82.2
Nepal,909,57,Omicron (BA.2),1.87,2568,84.07
Nepal,923,27,,0.88,2595,84.95
Nepal,937,15,,0.49,2610,85.44
Nepal,951,20,,0.65,2630,86.09
Nepal,965,8,,0.26,2638,86.35
Nepal,979,18,,0.59,2656,86.94
Nepal,993,5,,0.16,2661,87.1
Nepal,1007,2,,0.07,2663,87.17
Netherlands,111,172,Others,9.79,172,9.79
Netherlands,125,226,Others,12.87,398,22.66
Netherlands,139,106,Others,6.04,504,28.7
Netherlands,153,80,Others,4.55,584,33.25
Netherlands,167,76,Others,4.33,660,37.58
Netherlands,181,42,Others,2.39,702,39.97
Netherlands,195,85,Others,4.84,787,44.81
Netherlands,209,108,Others,6.15,895,50.96
Netherlands,223,98,Others,5.58,993,56.54
Netherlands,237,95,Others,5.41,1088,61.95
Netherlands,251,257,Others,14.63,1345,76.58
Netherlands,265,290,Others,16.51,1635,93.09
Netherlands,279,430,Others,24.48,2065,117.57
Netherlands,293,427,Others,24.31,2492,141.88
Netherlands,307,450,Others,25.62,2942,167.5
Netherlands,321,652,Others,37.12,3594,204.62
Netherlands,335,834,Others,47.48,4428,252.1
Netherlands,349,1142,Others,65.02,5570,317.12
Netherlands,363,1673,Others,95.25,7243,412.37
Netherlands,377,1989,Others,113.24,9232,525.61
Netherlands,391,2317,Others,131.92,11549,657.53
Netherlands,405,2605,Alpha,148.31,14154,805.84
Netherlands,419,4076,Alpha,232.07,18230,1037.91
Netherlands,433,3672,Alpha,209.06,21902,1246.97
Netherlands,447,3689,Alpha,210.03,25591,1457.0
Netherlands,461,3627,Alpha,206.5,29218,1663.5
Netherlands,475,3879,Alpha,220.85,33097,1884.35
Netherlands,489,3266,Alpha,185.95,36363,2070.3
Netherlands,503,2659,Alpha,151.39,39022,2221.69
Netherlands,517,2475,Alpha,140.91,41497,2362.6
Netherlands,531,1749,Delta,99.58,43246,2462.18
Netherlands,545,5274,Delta,300.27,48520,2762.45
Netherlands,559,3874,Delta,220.56,52394,2983.01
Netherlands,573,2814,Delta,160.21,55208,3143.22
Netherlands,587,3732,Delta,212.48,58940,3355.7
Netherlands,601,2846,Delta,162.04,61786,3517.74
Netherlands,615,2671,Delta,152.07,64457,3669.81
Netherlands,629,2335,Delta,132.94,66792,3802.75
Netherlands,643,2980,Delta,169.67,69772,3972.42
Netherlands,657,3786,Delta,215.55,73558,4187.97
Netherlands,671,3805,Delta,216.64,77363,4404.61
Netherlands,685,4025,Delta,229.16,81388,4633.77
Netherlands,699,4364,Delta,248.46,85752,4882.23
Netherlands,713,3593,Delta,204.57,89345,5086.8
Netherlands,727,4213,Omicron (BA.1),239.87,93558,5326.67
Netherlands,741,3807,Omicron (BA.1),216.75,97365,5543.42
Netherlands,755,3800,Omicron (BA.1),216.35,101165,5759.77
Netherlands,769,3333,Omicron (BA.1),189.76,104498,5949.53
Netherlands,783,3474,Omicron (BA.2),197.79,107972,6147.32
Netherlands,797,3234,Omicron (BA.2),184.13,111206,6331.45
Netherlands,811,2886,Omicron (BA.2),164.31,114092,6495.76
Netherlands,825,2389,Omicron (BA.2),136.02,116481,6631.78
Netherlands,839,2111,Omicron (BA.2),120.19,118592,6751.97
Netherlands,853,1854,Omicron (BA.2),105.56,120446,6857.53
Netherlands,867,1595,Omicron (BA.2),90.81,122041,6948.34
Netherlands,881,2095,Omicron (BA.5),119.28,124136,7067.62
Netherlands,895,2404,Omicron (BA.5),136.87,126540,7204.49
Netherlands,909,2355,Omicron (BA.5),134.08,128895,7338.57
Netherlands,923,2236,Omicron (BA.5),127.31,131131,7465.88
Netherlands,937,2228,Omicron (BA.5),126.85,133359,7592.73
Netherlands,951,1900,Omicron (BA.5),108.18,135259,7700.91
Netherlands,965,1895,Omicron (BA.5),107.89,137154,7808.8
Netherlands,979,1976,Omicron (BA.5),112.5,139130,7921.3
Netherlands,993,2321,Omicron (BA.5),132.15,141451,8053.45
Netherlands,1007,2396,Omicron (BA.5),136.42,143847,8189.87
Netherlands,1021,2190,Omicron (BA.5),124.69,146037,8314.56
Netherlands,1035,1899,Omicron (BA.5),108.12,147936,8422.68
Netherlands,1049,1672,Omicron (BQ.1),95.19,149608,8517.87
Netherlands,1063,1902,Omicron (BQ.1),108.29,151510,8626.16
Netherlands,1077,1701,Omicron (BQ.1),96.85,153211,8723.01
Netherlands,1091,1571,Omicron (BQ.1),89.44,154782,8812.45
Netherlands,1105,1079,Omicron (BQ.1),61.43,155861,8873.88
Netherlands,1119,1283,Omicron (BQ.1),73.05,157144,8946.93
Netherlands,1133,1508,Omicron (XBB.1.5),85.86,158652,9032.79
Netherlands,1147,1200,Omicron (XBB.1.5),68.32,159852,9101.11
Netherlands,1161,950,Omicron (XBB.1.5),54.09,160802,9155.2
Netherlands,1175,660,Omicron (XBB.1.5),37.58,161462,9192.78
Netherlands,1189,466,Omicron (XBB.1.5),26.53,161928,9219.31
Netherlands,1203,348,Omicron (XBB.1.5),19.81,162276,9239.12
Netherlands,1217,236,Omicron (XBB.1.5),13.44,162512,9252.56
Netherlands,1231,151,Omicron (XBB.1.5),8.6,162663,9261.16
Netherlands,1245,107,Omicron (XBB.1.5),6.09,162770,9267.25
Netherlands,1259,75,Omicron (XBB.1.9),4.27,162845,9271.52
Netherlands,1273,78,Omicron (XBB.1.5),4.44,162923,9275.96
Netherlands,1287,80,Omicron (XBB.1.5),4.55,163003,9280.51
Netherlands,1301,167,Omicron (EG.5.1),9.51,163170,9290.02
Netherlands,1315,207,Omicron (EG.5.1),11.79,163377,9301.81
Netherlands,1329,403,Omicron (EG.5.1),22.94,163780,9324.75
Netherlands,1343,442,Omicron (EG.5.1),25.17,164222,9349.92
Netherlands,1357,445,Omicron (EG.5.1),25.34,164667,9375.26
Netherlands,1371,208,Omicron (EG.5.1),11.84,164875,9387.1
New Zealand,111,8,,1.54,8,1.54
New Zealand,125,1,,0.19,9,1.73
New Zealand,153,5,,0.96,14,2.69
New Zealand,167,2,,0.39,16,3.08
New Zealand,181,3,,0.58,19,3.66
New Zealand,195,2,,0.39,21,4.05
New Zealand,209,37,Others,7.14,58,11.19
New Zealand,223,74,Others,14.27,132,25.46
New Zealand,237,33,Others,6.36,165,31.82
New Zealand,251,16,,3.09,181,34.91
