date,indicator,value,entity
2021-10-18,Daily hospital occupancy,2427,Canada
2021-10-19,Daily hospital occupancy,2391,Canada
2021-10-20,Daily hospital occupancy,2355,Canada
2021-10-21,Daily hospital occupancy,2308,Canada
2021-10-22,Daily hospital occupancy,2279,Canada
2021-10-23,Daily hospital occupancy,2214,Canada
2021-10-24,Daily hospital occupancy,2212,Canada
2021-10-25,Daily hospital occupancy,2170,Canada
2021-10-26,Daily hospital occupancy,2130,Canada
2021-10-27,Daily hospital occupancy,2098,Canada
2021-10-28,Daily hospital occupancy,2087,Canada
2021-10-29,Daily hospital occupancy,2065,Canada
2021-10-30,Daily hospital occupancy,2014,Canada
2021-10-31,Daily hospital occupancy,2005,Canada
2021-11-01,Daily hospital occupancy,2005,Canada
2021-11-02,Daily hospital occupancy,2050,Canada
2021-11-03,Daily hospital occupancy,1967,Canada
2021-11-04,Daily hospital occupancy,1960,Canada
2021-11-05,Daily hospital occupancy,1930,Canada
2021-11-06,Daily hospital occupancy,1892,Canada
2021-11-07,Daily hospital occupancy,1911,Canada
2021-11-08,Daily hospital occupancy,1880,Canada
2021-11-09,Daily hospital occupancy,1873,Canada
2021-11-10,Daily hospital occupancy,1828,Canada
2021-11-11,Daily hospital occupancy,1800,Canada
2021-11-12,Daily hospital occupancy,1792,Canada
2021-11-13,Daily hospital occupancy,1783,Canada
2021-11-14,Daily hospital occupancy,1803,Canada
2021-11-15,Daily hospital occupancy,1796,Canada
2021-11-16,Daily hospital occupancy,1777,Canada
2021-11-17,Daily hospital occupancy,1759,Canada
2021-11-18,Daily hospital occupancy,1724,Canada
2021-11-19,Daily hospital occupancy,1733,Canada
2021-11-20,Daily hospital occupancy,1684,Canada
2021-11-21,Daily hospital occupancy,1707,Canada
2021-11-22,Daily hospital occupancy,1697,Canada
2021-11-23,Daily hospital occupancy,1718,Canada
2021-11-24,Daily hospital occupancy,1653,Canada
2021-11-25,Daily hospital occupancy,1598,Canada
2021-11-26,Daily hospital occupancy,1588,Canada
2021-11-27,Daily hospital occupancy,1576,Canada
2021-11-28,Daily hospital occupancy,1610,Canada
2021-11-29,Daily hospital occupancy,1632,Canada
2021-11-30,Daily hospital occupancy,1652,Canada
2021-12-01,Daily hospital occupancy,1633,Canada
2021-12-02,Daily hospital occupancy,1585,Canada
2021-12-03,Daily hospital occupancy,1556,Canada
2021-12-04,Daily hospital occupancy,1530,Canada
2021-12-05,Daily hospital occupancy,1563,Canada
2021-12-06,Daily hospital occupancy,1578,Canada
2021-12-07,Daily hospital occupancy,1576,Canada
2021-12-08,Daily hospital occupancy,1531,Canada
2021-12-09,Daily hospital occupancy,1508,Canada
2021-12-10,Daily hospital occupancy,1517,Canada
2021-12-11,Daily hospital occupancy,1505,Canada
2021-12-12,Daily hospital occupancy,1548,Canada
2021-12-13,Daily hospital occupancy,1571,Canada
2021-12-14,Daily hospital occupancy,1549,Canada
2021-12-15,Daily hospital occupancy,1523,Canada
2021-12-16,Daily hospital occupancy,1528,Canada
2021-12-17,Daily hospital occupancy,1595,Canada
2021-12-18,Daily hospital occupancy,1591,Canada
2021-12-19,Daily hospital occupancy,1638,Canada
2021-12-20,Daily hospital occupancy,1667,Canada
2021-12-21,Daily hospital occupancy,1696,Canada
2021-12-22,Daily hospital occupancy,1737,Canada
2021-12-23,Daily hospital occupancy,1790,Canada
2021-12-24,Daily hospital occupancy,1805,Canada
2021-12-25,Daily hospital occupancy,1819,Canada
2021-12-26,Daily hospital occupancy,2081,Canada
2021-12-27,Daily hospital occupancy,2272,Canada
2021-12-28,Daily hospital occupancy,2530,Canada
2021-12-29,Daily hospital occupancy,2804,Canada
2021-12-30,Daily hospital occupancy,3222,Canada
2021-12-31,Daily hospital occupancy,3483,Canada
2022-01-01,Daily hospital occupancy,3692,Canada
2022-01-02,Daily hospital occupancy,4124,Canada
2022-01-03,Daily hospital occupancy,4601,Canada
2022-01-04,Daily hospital occupancy,5171,Canada
2022-01-05,Daily hospital occupancy,5557,Canada
2022-01-06,Daily hospital occupancy,5994,Canada
2022-01-07,Daily hospital occupancy,6483,Canada
2022-01-08,Daily hospital occupancy,6938,Canada
2022-01-09,Daily hospital occupancy,7337,Canada
2022-01-10,Daily hospital occupancy,7879,Canada
2022-01-11,Daily hospital occupancy,8348,Canada
2022-01-12,Daily hospital occupancy,8772,Canada
2022-01-13,Daily hospital occupancy,9181,Canada
2022-01-14,Daily hospital occupancy,9694,Canada
2022-01-15,Daily hospital occupancy,9796,Canada
2022-01-16,Daily hospital occupancy,10100,Canada
2022-01-17,Daily hospital occupancy,10625,Canada
2022-01-18,Daily hospital occupancy,10620,Canada
2022-01-19,Daily hospital occupancy,10662,Canada
2022-01-20,Daily hospital occupancy,10776,Canada
2022-01-21,Daily hospital occupancy,10762,Canada
2022-01-22,Daily hospital occupancy,10619,Canada
2022-01-23,Daily hospital occupancy,10720,Canada
2022-01-24,Daily hospital occupancy,10992,Canada
2022-01-25,Daily hospital occupancy,10874,Canada
2022-01-26,Daily hospital occupancy,10639,Canada
2022-01-27,Daily hospital occupancy,10515,Canada
2022-01-28,Daily hospital occupancy,10387,Canada
2022-01-29,Daily hospital occupancy,10070,Canada
2022-01-30,Daily hospital occupancy,10092,Canada
2022-01-31,Daily hospital occupancy,10253,Canada
2022-02-01,Daily hospital occupancy,9834,Canada
2022-02-02,Daily hospital occupancy,9549,Canada
2022-02-03,Daily hospital occupancy,9275,Canada
2022-02-04,Daily hospital occupancy,9005,Canada
2022-02-05,Daily hospital occupancy,8632,Canada
2022-02-06,Daily hospital occupancy,8599,Canada
2022-02-07,Daily hospital occupancy,8688,Canada
2022-02-08,Daily hospital occupancy,8443,Canada
2022-02-09,Daily hospital occupancy,8174,Canada
2022-02-10,Daily hospital occupancy,7918,Canada
2022-02-11,Daily hospital occupancy,7704,Canada
2022-02-12,Daily hospital occupancy,7295,Canada
2022-02-13,Daily hospital occupancy,7290,Canada
2022-02-14,Daily hospital occupancy,7309,Canada
2022-02-15,Daily hospital occupancy,7017,Canada
2022-02-16,Daily hospital occupancy,6823,Canada
2022-02-17,Daily hospital occupancy,6653,Canada
2022-02-18,Daily hospital occupancy,6466,Canada
2022-02-19,Daily hospital occupancy,6213,Canada
2022-02-20,Daily hospital occupancy,6226,Canada
2022-02-21,Daily hospital occupancy,6204,Canada
2022-02-22,Daily hospital occupancy,6081,Canada
2022-02-23,Daily hospital occupancy,5948,Canada
2022-02-24,Daily hospital occupancy,5619,Canada
2022-02-25,Daily hospital occupancy,5563,Canada
2022-02-26,Daily hospital occupancy,5274,Canada
2022-02-27,Daily hospital occupancy,5222,Canada
2022-02-28,Daily hospital occupancy,5206,Canada
2022-03-01,Daily hospital occupancy,5002,Canada
2022-03-02,Daily hospital occupancy,4964,Canada
2022-03-03,Daily hospital occupancy,4893,Canada
2022-03-04,Daily hospital occupancy,4756,Canada
2022-03-05,Daily hospital occupancy,4614,Canada
2022-03-06,Daily hospital occupancy,4631,Canada
2022-03-07,Daily hospital occupancy,4679,Canada
2022-03-08,Daily hospital occupancy,4531,Canada
2022-03-09,Daily hospital occupancy,4539,Canada
2022-03-10,Daily hospital occupancy,4353,Canada
2022-03-11,Daily hospital occupancy,4309,Canada
2022-03-12,Daily hospital occupancy,4150,Canada
2022-03-13,Daily hospital occupancy,4151,Canada
2022-03-14,Daily hospital occupancy,4218,Canada
2022-03-15,Daily hospital occupancy,4137,Canada
2022-03-16,Daily hospital occupancy,4041,Canada
2022-03-17,Daily hospital occupancy,3955,Canada
2022-03-18,Daily hospital occupancy,3923,Canada
2022-03-19,Daily hospital occupancy,3861,Canada
2022-03-20,Daily hospital occupancy,3937,Canada
2022-03-21,Daily hospital occupancy,4041,Canada
2022-03-22,Daily hospital occupancy,3967,Canada
2022-03-23,Daily hospital occupancy,4012,Canada
2022-03-24,Daily hospital occupancy,4024,Canada
2022-03-25,Daily hospital occupancy,4080,Canada
2022-03-26,Daily hospital occupancy,4037,Canada
2022-03-27,Daily hospital occupancy,4206,Canada
2022-03-28,Daily hospital occupancy,4260,Canada
2022-03-29,Daily hospital occupancy,4338,Canada
2022-03-30,Daily hospital occupancy,4371,Canada
2022-03-31,Daily hospital occupancy,4510,Canada
2022-04-01,Daily hospital occupancy,4595,Canada
2022-04-02,Daily hospital occupancy,4655,Canada
2022-04-03,Daily hospital occupancy,4857,Canada
2022-04-04,Daily hospital occupancy,5176,Canada
2022-04-05,Daily hospital occupancy,5235,Canada
2022-04-06,Daily hospital occupancy,5290,Canada
2022-04-07,Daily hospital occupancy,5482,Canada
2022-04-08,Daily hospital occupancy,5627,Canada
2022-04-09,Daily hospital occupancy,5566,Canada
2022-04-10,Daily hospital occupancy,5850,Canada
2022-04-11,Daily hospital occupancy,6066,Canada
2022-04-12,Daily hospital occupancy,6211,Canada
2022-04-13,Daily hospital occupancy,6248,Canada
2022-04-14,Daily hospital occupancy,6492,Canada
2022-04-15,Daily hospital occupancy,6526,Canada
2022-04-16,Daily hospital occupancy,6640,Canada
2022-04-17,Daily hospital occupancy,6758,Canada
2022-04-18,Daily hospital occupancy,6925,Canada
2022-04-19,Daily hospital occupancy,7077,Canada
2022-04-20,Daily hospital occupancy,7031,Canada
2022-04-21,Daily hospital occupancy,7058,Canada
2022-04-22,Daily hospital occupancy,7137,Canada
2022-04-23,Daily hospital occupancy,7063,Canada
2022-04-24,Daily hospital occupancy,7130,Canada
2022-04-25,Daily hospital occupancy,7269,Canada
2022-04-26,Daily hospital occupancy,7251,Canada
2022-04-27,Daily hospital occupancy,7259,Canada
2022-04-28,Daily hospital occupancy,7194,Canada
2022-04-29,Daily hospital occupancy,7095,Canada
2022-04-30,Daily hospital occupancy,6933,Canada
2022-05-01,Daily hospital occupancy,7052,Canada
2022-05-02,Daily hospital occupancy,7157,Canada
2022-05-03,Daily hospital occupancy,7064,Canada
2022-05-04,Daily hospital occupancy,7093,Canada
2022-05-05,Daily hospital occupancy,6911,Canada
2022-05-06,Daily hospital occupancy,6794,Canada
2022-05-07,Daily hospital occupancy,6555,Canada
2022-05-08,Daily hospital occupancy,6589,Canada
2022-05-09,Daily hospital occupancy,6614,Canada
2022-05-10,Daily hospital occupancy,6500,Canada
2022-05-11,Daily hospital occupancy,6453,Canada
2022-05-12,Daily hospital occupancy,6227,Canada
2022-05-13,Daily hospital occupancy,6042,Canada
2022-05-14,Daily hospital occupancy,5804,Canada
2022-05-15,Daily hospital occupancy,5815,Canada
2022-05-16,Daily hospital occupancy,5929,Canada
2022-05-17,Daily hospital occupancy,5801,Canada
2022-05-18,Daily hospital occupancy,5719,Canada
2022-05-19,Daily hospital occupancy,5512,Canada
2022-05-20,Daily hospital occupancy,5262,Canada
2022-05-21,Daily hospital occupancy,5019,Canada
2022-05-22,Daily hospital occupancy,5068,Canada
2022-05-23,Daily hospital occupancy,5072,Canada
2022-05-24,Daily hospital occupancy,5078,Canada
2022-05-25,Daily hospital occupancy,4992,Canada
2022-05-26,Daily hospital occupancy,4790,Canada
2022-05-27,Daily hospital occupancy,4630,Canada
2022-05-28,Daily hospital occupancy,4433,Canada
2022-05-29,Daily hospital occupancy,4431,Canada
2022-05-30,Daily hospital occupancy,4480,Canada
2022-05-31,Daily hospital occupancy,4227,Canada
2022-06-01,Daily hospital occupancy,4155,Canada
2022-06-02,Daily hospital occupancy,3988,Canada
2022-06-03,Daily hospital occupancy,3909,Canada
2022-06-04,Daily hospital occupancy,3822,Canada
2022-06-05,Daily hospital occupancy,3783,Canada
2022-06-06,Daily hospital occupancy,3763,Canada
2022-06-07,Daily hospital occupancy,3635,Canada
2022-06-08,Daily hospital occupancy,3623,Canada
2022-06-09,Daily hospital occupancy,3517,Canada
2022-06-10,Daily hospital occupancy,3496,Canada
2022-06-11,Daily hospital occupancy,3438,Canada
2022-06-12,Daily hospital occupancy,3439,Canada
2022-06-13,Daily hospital occupancy,3468,Canada
2022-06-14,Daily hospital occupancy,3323,Canada
2022-06-15,Daily hospital occupancy,3299,Canada
2022-06-16,Daily hospital occupancy,3251,Canada
2022-06-17,Daily hospital occupancy,3262,Canada
2022-06-18,Daily hospital occupancy,3172,Canada
2022-06-19,Daily hospital occupancy,3192,Canada
2022-06-20,Daily hospital occupancy,3301,Canada
2022-06-21,Daily hospital occupancy,3277,Canada
2022-06-22,Daily hospital occupancy,3273,Canada
2022-06-23,Daily hospital occupancy,3224,Canada
2022-06-24,Daily hospital occupancy,3212,Canada
2022-06-25,Daily hospital occupancy,3168,Canada
2022-06-26,Daily hospital occupancy,3194,Canada
2022-06-27,Daily hospital occupancy,3361,Canada
2022-06-28,Daily hospital occupancy,3354,Canada
2022-06-29,Daily hospital occupancy,3405,Canada
2022-06-30,Daily hospital occupancy,3307,Canada
2022-07-01,Daily hospital occupancy,3332,Canada
2022-07-02,Daily hospital occupancy,3345,Canada
2022-07-03,Daily hospital occupancy,3414,Canada
2022-07-04,Daily hospital occupancy,3641,Canada
2022-07-05,Daily hospital occupancy,3679,Canada
2022-07-06,Daily hospital occupancy,3739,Canada
2022-07-07,Daily hospital occupancy,3853,Canada
2022-07-08,Daily hospital occupancy,3935,Canada
2022-07-09,Daily hospital occupancy,3920,Canada
2022-07-10,Daily hospital occupancy,3972,Canada
2022-07-11,Daily hospital occupancy,4139,Canada
2022-07-12,Daily hospital occupancy,4306,Canada
2022-07-13,Daily hospital occupancy,4342,Canada
2022-07-14,Daily hospital occupancy,4562,Canada
2022-07-15,Daily hospital occupancy,4601,Canada
2022-07-16,Daily hospital occupancy,4550,Canada
2022-07-17,Daily hospital occupancy,4604,Canada
2022-07-18,Daily hospital occupancy,4865,Canada
2022-07-19,Daily hospital occupancy,5062,Canada
2022-07-20,Daily hospital occupancy,5143,Canada
2022-07-21,Daily hospital occupancy,5215,Canada
2022-07-22,Daily hospital occupancy,5214,Canada
2022-07-23,Daily hospital occupancy,5146,Canada
2022-07-24,Daily hospital occupancy,5192,Canada
2022-07-25,Daily hospital occupancy,5397,Canada
2022-07-26,Daily hospital occupancy,5489,Canada
2022-07-27,Daily hospital occupancy,5520,Canada
2022-07-28,Daily hospital occupancy,5537,Canada
2022-07-29,Daily hospital occupancy,5417,Canada
2022-07-30,Daily hospital occupancy,5330,Canada
2022-07-31,Daily hospital occupancy,5337,Canada
2022-08-01,Daily hospital occupancy,5308,Canada
2022-08-02,Daily hospital occupancy,5471,Canada
2022-08-03,Daily hospital occupancy,5508,Canada
2022-08-04,Daily hospital occupancy,5345,Canada
2022-08-05,Daily hospital occupancy,5289,Canada
2022-08-06,Daily hospital occupancy,5196,Canada
2022-08-07,Daily hospital occupancy,5181,Canada
2022-08-08,Daily hospital occupancy,5213,Canada
2022-08-09,Daily hospital occupancy,5298,Canada
2022-08-10,Daily hospital occupancy,5341,Canada
2022-08-11,Daily hospital occupancy,5247,Canada
2022-08-12,Daily hospital occupancy,5205,Canada
2022-08-13,Daily hospital occupancy,5098,Canada
2022-08-14,Daily hospital occupancy,5162,Canada
2022-08-15,Daily hospital occupancy,5208,Canada
2022-08-16,Daily hospital occupancy,5282,Canada
2022-08-17,Daily hospital occupancy,5272,Canada
2022-08-18,Daily hospital occupancy,5284,Canada
2022-08-19,Daily hospital occupancy,5289,Canada
2022-08-20,Daily hospital occupancy,5189,Canada
2022-08-21,Daily hospital occupancy,5200,Canada
2022-08-22,Daily hospital occupancy,5237,Canada
2022-08-23,Daily hospital occupancy,5297,Canada
2022-08-24,Daily hospital occupancy,5328,Canada
2022-08-25,Daily hospital occupancy,5309,Canada
2022-08-26,Daily hospital occupancy,5192,Canada
2022-08-27,Daily hospital occupancy,5154,Canada
2022-08-28,Daily hospital occupancy,5156,Canada
2022-08-29,Daily hospital occupancy,5158,Canada
2022-08-30,Daily hospital occupancy,5106,Canada
2022-08-31,Daily hospital occupancy,5084,Canada
2022-09-01,Daily hospital occupancy,4970,Canada
2022-09-02,Daily hospital occupancy,4914,Canada
2022-09-03,Daily hospital occupancy,4788,Canada
2022-09-04,Daily hospital occupancy,4801,Canada
2022-09-05,Daily hospital occupancy,4769,Canada
2022-09-06,Daily hospital occupancy,4810,Canada
2022-09-07,Daily hospital occupancy,4874,Canada
2022-09-08,Daily hospital occupancy,4807,Canada
2022-09-09,Daily hospital occupancy,4733,Canada
2022-09-10,Daily hospital occupancy,4648,Canada
2022-09-11,Daily hospital occupancy,4665,Canada
2022-09-12,Daily hospital occupancy,4749,Canada
2022-09-13,Daily hospital occupancy,4693,Canada
2022-09-14,Daily hospital occupancy,4690,Canada
2022-09-15,Daily hospital occupancy,4678,Canada
2022-09-16,Daily hospital occupancy,4647,Canada
2022-09-17,Daily hospital occupancy,4533,Canada
2022-09-18,Daily hospital occupancy,4515,Canada
2022-09-19,Daily hospital occupancy,4567,Canada
2022-09-20,Daily hospital occupancy,4688,Canada
2022-09-21,Daily hospital occupancy,4682,Canada
2022-09-22,Daily hospital occupancy,4748,Canada
2022-09-23,Daily hospital occupancy,4714,Canada
2022-09-24,Daily hospital occupancy,4720,Canada
2022-09-25,Daily hospital occupancy,4704,Canada
2022-09-26,Daily hospital occupancy,4782,Canada
2022-09-27,Daily hospital occupancy,5022,Canada
2022-09-28,Daily hospital occupancy,5033,Canada
2022-09-29,Daily hospital occupancy,5181,Canada
2022-09-30,Daily hospital occupancy,5163,Canada
2022-10-01,Daily hospital occupancy,5120,Canada
2022-10-02,Daily hospital occupancy,5134,Canada
2022-10-03,Daily hospital occupancy,5343,Canada
2022-10-04,Daily hospital occupancy,5384,Canada
2022-10-05,Daily hospital occupancy,5421,Canada
2022-10-06,Daily hospital occupancy,5544,Canada
2022-10-07,Daily hospital occupancy,5574,Canada
2022-10-08,Daily hospital occupancy,5495,Canada
2022-10-09,Daily hospital occupancy,5537,Canada
2022-10-10,Daily hospital occupancy,5578,Canada
2022-10-11,Daily hospital occupancy,5962,Canada
2022-10-12,Daily hospital occupancy,6030,Canada
2022-10-13,Daily hospital occupancy,6083,Canada
2022-10-14,Daily hospital occupancy,6140,Canada
2022-10-15,Daily hospital occupancy,5997,Canada
2022-10-16,Daily hospital occupancy,6058,Canada
2022-10-17,Daily hospital occupancy,6294,Canada
2022-10-18,Daily hospital occupancy,6268,Canada
2022-10-19,Daily hospital occupancy,6285,Canada
2022-10-20,Daily hospital occupancy,6311,Canada
2022-10-21,Daily hospital occupancy,6343,Canada
2022-10-22,Daily hospital occupancy,6291,Canada
2022-10-23,Daily hospital occupancy,6321,Canada
2022-10-24,Daily hospital occupancy,6404,Canada
2022-10-25,Daily hospital occupancy,6381,Canada
2022-10-26,Daily hospital occupancy,6359,Canada
2022-10-27,Daily hospital occupancy,6391,Canada
2022-10-28,Daily hospital occupancy,6362,Canada
2022-10-29,Daily hospital occupancy,6272,Canada
2022-10-30,Daily hospital occupancy,6274,Canada
2022-10-31,Daily hospital occupancy,6388,Canada
2022-11-01,Daily hospital occupancy,6240,Canada
2022-11-02,Daily hospital occupancy,6267,Canada
2022-11-03,Daily hospital occupancy,6275,Canada
2022-11-04,Daily hospital occupancy,6210,Canada
2022-11-05,Daily hospital occupancy,6069,Canada
2022-11-06,Daily hospital occupancy,6100,Canada
2022-11-07,Daily hospital occupancy,6125,Canada
2022-11-08,Daily hospital occupancy,6096,Canada
2022-11-09,Daily hospital occupancy,6069,Canada
2022-11-10,Daily hospital occupancy,5920,Canada
2022-11-11,Daily hospital occupancy,5751,Canada
2022-11-12,Daily hospital occupancy,5704,Canada
2022-11-13,Daily hospital occupancy,5701,Canada
2022-11-14,Daily hospital occupancy,5739,Canada
2022-11-15,Daily hospital occupancy,5746,Canada
2022-11-16,Daily hospital occupancy,5716,Canada
2022-11-17,Daily hospital occupancy,5608,Canada
2022-11-18,Daily hospital occupancy,5573,Canada
2022-11-19,Daily hospital occupancy,5454,Canada
2022-11-20,Daily hospital occupancy,5470,Canada
2022-11-21,Daily hospital occupancy,5540,Canada
2022-11-22,Daily hospital occupancy,5451,Canada
2022-11-23,Daily hospital occupancy,5398,Canada
2022-11-24,Daily hospital occupancy,5522,Canada
2022-11-25,Daily hospital occupancy,5488,Canada
2022-11-26,Daily hospital occupancy,5487,Canada
2022-11-27,Daily hospital occupancy,5496,Canada
2022-11-28,Daily hospital occupancy,5548,Canada
2022-11-29,Daily hospital occupancy,5601,Canada
2022-11-30,Daily hospital occupancy,5634,Canada
2022-12-01,Daily hospital occupancy,5668,Canada
2022-12-02,Daily hospital occupancy,5622,Canada
2022-12-03,Daily hospital occupancy,5549,Canada
2022-12-04,Daily hospital occupancy,5598,Canada
2022-12-05,Daily hospital occupancy,5645,Canada
2022-12-06,Daily hospital occupancy,5614,Canada
2022-12-07,Daily hospital occupancy,5503,Canada
2022-12-08,Daily hospital occupancy,5490,Canada
2022-12-09,Daily hospital occupancy,5482,Canada
2022-12-10,Daily hospital occupancy,5450,Canada
2022-12-11,Daily hospital occupancy,5372,Canada
2022-12-12,Daily hospital occupancy,5549,Canada
2022-12-13,Daily hospital occupancy,5485,Canada
2022-12-14,Daily hospital occupancy,5550,Canada
2022-12-15,Daily hospital occupancy,5549,Canada
2022-12-16,Daily hospital occupancy,5496,Canada
2022-12-17,Daily hospital occupancy,5441,Canada
2022-12-18,Daily hospital occupancy,5475,Canada
2022-12-19,Daily hospital occupancy,5568,Canada
2022-12-20,Daily hospital occupancy,5512,Canada
2022-12-21,Daily hospital occupancy,5470,Canada
2022-12-22,Daily hospital occupancy,5447,Canada
2022-12-23,Daily hospital occupancy,5353,Canada
2022-12-24,Daily hospital occupancy,5315,Canada
2022-12-25,Daily hospital occupancy,5266,Canada
2022-12-26,Daily hospital occupancy,5339,Canada
2022-12-27,Daily hospital occupancy,5452,Canada
2022-12-28,Daily hospital occupancy,5383,Canada
2022-12-29,Daily hospital occupancy,5465,Canada
2022-12-30,Daily hospital occupancy,5550,Canada
2022-12-31,Daily hospital occupancy,5461,Canada
2023-01-01,Daily hospital occupancy,5481,Canada
2023-01-02,Daily hospital occupancy,5557,Canada
2023-01-03,Daily hospital occupancy,5648,Canada
2023-01-04,Daily hospital occupancy,5659,Canada
2023-01-05,Daily hospital occupancy,5655,Canada
2023-01-06,Daily hospital occupancy,5676,Canada
2023-01-07,Daily hospital occupancy,5646,Canada
2023-01-08,Daily hospital occupancy,5656,Canada
2023-01-09,Daily hospital occupancy,5710,Canada
2023-01-10,Daily hospital occupancy,5578,Canada
2023-01-11,Daily hospital occupancy,5583,Canada
2023-01-12,Daily hospital occupancy,5395,Canada
2023-01-13,Daily hospital occupancy,5283,Canada
2023-01-14,Daily hospital occupancy,5189,Canada
2023-01-15,Daily hospital occupancy,5198,Canada
2023-01-16,Daily hospital occupancy,5171,Canada
2023-01-17,Daily hospital occupancy,5034,Canada
2023-01-18,Daily hospital occupancy,4937,Canada
2023-01-19,Daily hospital occupancy,4835,Canada
2023-01-20,Daily hospital occupancy,4825,Canada
2023-01-21,Daily hospital occupancy,4682,Canada
2023-01-22,Daily hospital occupancy,4673,Canada
2023-01-23,Daily hospital occupancy,4735,Canada
2023-01-24,Daily hospital occupancy,4648,Canada
2023-01-25,Daily hospital occupancy,4598,Canada
2023-01-26,Daily hospital occupancy,4520,Canada
2023-01-27,Daily hospital occupancy,4441,Canada
2023-01-28,Daily hospital occupancy,4357,Canada
2023-01-29,Daily hospital occupancy,4348,Canada
2023-01-30,Daily hospital occupancy,4381,Canada
2023-01-31,Daily hospital occupancy,4178,Canada
2023-02-01,Daily hospital occupancy,4111,Canada
2023-02-02,Daily hospital occupancy,4086,Canada
2023-02-03,Daily hospital occupancy,3992,Canada
2023-02-04,Daily hospital occupancy,3884,Canada
2023-02-05,Daily hospital occupancy,3931,Canada
2023-02-06,Daily hospital occupancy,3948,Canada
2023-02-07,Daily hospital occupancy,3922,Canada
2023-02-08,Daily hospital occupancy,3910,Canada
2023-02-09,Daily hospital occupancy,3867,Canada
2023-02-10,Daily hospital occupancy,3873,Canada
2023-02-11,Daily hospital occupancy,3838,Canada
2023-02-12,Daily hospital occupancy,3819,Canada
2023-02-13,Daily hospital occupancy,3907,Canada
2023-02-14,Daily hospital occupancy,3817,Canada
2023-02-15,Daily hospital occupancy,3848,Canada
2023-02-16,Daily hospital occupancy,3752,Canada
2023-02-17,Daily hospital occupancy,3712,Canada
2023-02-18,Daily hospital occupancy,3581,Canada
2023-02-19,Daily hospital occupancy,3642,Canada
2023-02-20,Daily hospital occupancy,3659,Canada
2023-02-21,Daily hospital occupancy,3718,Canada
2023-02-22,Daily hospital occupancy,3760,Canada
2023-02-23,Daily hospital occupancy,3787,Canada
2023-02-24,Daily hospital occupancy,3758,Canada
2023-02-25,Daily hospital occupancy,3685,Canada
2023-02-26,Daily hospital occupancy,3720,Canada
2023-02-27,Daily hospital occupancy,3770,Canada
2023-02-28,Daily hospital occupancy,3761,Canada
2023-03-01,Daily hospital occupancy,3734,Canada
2023-03-02,Daily hospital occupancy,3791,Canada
2023-03-03,Daily hospital occupancy,3753,Canada
2023-03-04,Daily hospital occupancy,3609,Canada
2023-03-05,Daily hospital occupancy,3676,Canada
2023-03-06,Daily hospital occupancy,3732,Canada
2023-03-07,Daily hospital occupancy,3678,Canada
2023-03-08,Daily hospital occupancy,3657,Canada
2023-03-09,Daily hospital occupancy,3604,Canada
2023-03-10,Daily hospital occupancy,3584,Canada
2023-03-11,Daily hospital occupancy,3489,Canada
2023-03-12,Daily hospital occupancy,3510,Canada
2023-03-13,Daily hospital occupancy,3491,Canada
2023-03-14,Daily hospital occupancy,3419,Canada
2023-03-15,Daily hospital occupancy,3419,Canada
2023-03-16,Daily hospital occupancy,3458,Canada
2023-03-17,Daily hospital occupancy,3395,Canada
2023-03-18,Daily hospital occupancy,3373,Canada
2023-03-19,Daily hospital occupancy,3400,Canada
2023-03-20,Daily hospital occupancy,3464,Canada
2023-03-21,Daily hospital occupancy,3440,Canada
2023-03-22,Daily hospital occupancy,3467,Canada
2023-03-23,Daily hospital occupancy,3394,Canada
2023-03-24,Daily hospital occupancy,3378,Canada
2023-03-25,Daily hospital occupancy,3313,Canada
2023-03-26,Daily hospital occupancy,3350,Canada
2023-03-27,Daily hospital occupancy,3353,Canada
2023-03-28,Daily hospital occupancy,3308,Canada
2023-03-29,Daily hospital occupancy,3316,Canada
2023-03-30,Daily hospital occupancy,3374,Canada
2023-03-31,Daily hospital occupancy,3336,Canada
2023-04-01,Daily hospital occupancy,3235,Canada
2023-04-02,Daily hospital occupancy,3247,Canada
2023-04-03,Daily hospital occupancy,3372,Canada
2023-04-04,Daily hospital occupancy,3369,Canada
2023-04-05,Daily hospital occupancy,3335,Canada
2023-04-06,Daily hospital occupancy,3314,Canada
2023-04-07,Daily hospital occupancy,3147,Canada
2023-04-08,Daily hospital occupancy,3154,Canada
2023-04-09,Daily hospital occupancy,3177,Canada
2023-04-10,Daily hospital occupancy,3204,Canada
2023-04-11,Daily hospital occupancy,3278,Canada
2023-04-12,Daily hospital occupancy,3238,Canada
2023-04-13,Daily hospital occupancy,3251,Canada
2023-04-14,Daily hospital occupancy,3283,Canada
2023-04-15,Daily hospital occupancy,3205,Canada
2023-04-16,Daily hospital occupancy,3228,Canada
2023-04-17,Daily hospital occupancy,3294,Canada
2023-04-18,Daily hospital occupancy,3339,Canada
2023-04-19,Daily hospital occupancy,3254,Canada
2023-04-20,Daily hospital occupancy,3179,Canada
2023-04-21,Daily hospital occupancy,3176,Canada
2023-04-22,Daily hospital occupancy,3107,Canada
2023-04-23,Daily hospital occupancy,3056,Canada
2023-04-24,Daily hospital occupancy,3116,Canada
2023-04-25,Daily hospital occupancy,3087,Canada
2023-04-26,Daily hospital occupancy,3074,Canada
2023-04-27,Daily hospital occupancy,2990,Canada
2023-04-28,Daily hospital occupancy,2982,Canada
2023-04-29,Daily hospital occupancy,2936,Canada
