location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Peru,2023-01-21,80,,92.7464,90.5715,81.4829
Peru,2023-01-28,0,17.0,71.2546,60.7312,24.0808
Peru,2023-01-28,18,24.0,100.6257,95.9075,80.7405
Peru,2023-01-28,25,49.0,97.391,94.0674,80.8101
Peru,2023-01-28,50,59.0,96.1398,94.0862,83.637
Peru,2023-01-28,60,69.0,96.4012,94.6961,86.1116
Peru,2023-01-28,70,79.0,96.6005,95.083,89.0776
Peru,2023-01-28,80,,92.7484,90.5746,81.4992
Peru,2023-02-04,0,17.0,71.3675,60.8167,24.1667
Peru,2023-02-04,18,24.0,100.6351,95.9208,80.7994
Peru,2023-02-04,25,49.0,97.3965,94.0742,80.8401
Peru,2023-02-04,50,59.0,96.1427,94.0892,83.6531
Peru,2023-02-04,60,69.0,96.4031,94.6988,86.1273
Peru,2023-02-04,70,79.0,96.6021,95.0859,89.0942
Peru,2023-02-04,80,,92.7518,90.5779,81.5218
Peru,2023-02-11,0,17.0,71.496,60.9199,24.2679
Peru,2023-02-11,18,24.0,100.6446,95.9369,80.8651
Peru,2023-02-11,25,49.0,97.402,94.0822,80.8717
Peru,2023-02-11,50,59.0,96.146,94.0936,83.6717
Peru,2023-02-11,60,69.0,96.4058,94.7024,86.1448
Peru,2023-02-11,70,79.0,96.6051,95.0875,89.1114
Peru,2023-02-11,80,,92.7561,90.5817,81.5456
Peru,2023-02-18,0,17.0,71.6327,61.0288,24.3739
Peru,2023-02-18,18,24.0,100.6527,95.9506,80.9261
Peru,2023-02-18,25,49.0,97.4065,94.0899,80.901
Peru,2023-02-18,50,59.0,96.1485,94.0965,83.6895
Peru,2023-02-18,60,69.0,96.4085,94.7056,86.1639
Peru,2023-02-18,70,79.0,96.6083,95.0895,89.1303
Peru,2023-02-18,80,,92.7594,90.5847,81.5681
Peru,2023-02-25,0,17.0,71.786,61.1481,24.4914
Peru,2023-02-25,18,24.0,100.6614,95.9669,80.9961
Peru,2023-02-25,25,49.0,97.4115,94.0981,80.9318
Peru,2023-02-25,50,59.0,96.1518,94.1009,83.7078
Peru,2023-02-25,60,69.0,96.4115,94.7094,86.1859
Peru,2023-02-25,70,79.0,96.6118,95.0949,89.1647
Peru,2023-02-25,80,,92.7642,90.5893,81.6118
Peru,2023-03-04,0,17.0,71.9107,61.2481,24.5876
Peru,2023-03-04,18,24.0,100.6683,95.9798,81.0553
Peru,2023-03-04,25,49.0,97.4153,94.1048,80.9557
Peru,2023-03-04,50,59.0,96.1542,94.104,83.7196
Peru,2023-03-04,60,69.0,96.4137,94.7116,86.2018
Peru,2023-03-04,70,79.0,96.6149,95.0974,89.1843
Peru,2023-03-04,80,,92.7678,90.5928,81.634
Peru,2023-03-11,0,17.0,72.0287,61.3351,24.6794
Peru,2023-03-11,18,24.0,100.6768,95.9925,81.1163
Peru,2023-03-11,25,49.0,97.4191,94.1113,80.9807
Peru,2023-03-11,50,59.0,96.1564,94.107,83.7326
Peru,2023-03-11,60,69.0,96.4158,94.7148,86.2144
Peru,2023-03-11,70,79.0,96.6167,95.0997,89.1979
Peru,2023-03-11,80,,92.7699,90.5968,81.6511
Peru,2023-03-18,0,17.0,72.1427,61.424,24.7616
Peru,2023-03-18,18,24.0,100.6851,96.0063,81.1787
Peru,2023-03-18,25,49.0,97.4243,94.1183,81.0074
Peru,2023-03-18,50,59.0,96.1591,94.111,83.7475
Peru,2023-03-18,60,69.0,96.4181,94.718,86.2322
Peru,2023-03-18,70,79.0,96.6195,95.1034,89.2205
Peru,2023-03-18,80,,92.7743,90.6012,81.6732
Peru,2023-03-25,0,17.0,72.2616,61.515,24.8448
Peru,2023-03-25,18,24.0,100.6923,96.0199,81.233
Peru,2023-03-25,25,49.0,97.4293,94.1252,81.0344
Peru,2023-03-25,50,59.0,96.1621,94.1155,83.7612
Peru,2023-03-25,60,69.0,96.4206,94.7209,86.2503
Peru,2023-03-25,70,79.0,96.6223,95.107,89.2404
Peru,2023-03-25,80,,92.7771,90.6031,81.6933
Peru,2023-04-01,0,17.0,72.366,61.595,24.9217
Peru,2023-04-01,18,24.0,100.6988,96.0306,81.2827
Peru,2023-04-01,25,49.0,97.4331,94.1321,81.0588
Peru,2023-04-01,50,59.0,96.1643,94.1186,83.7742
Peru,2023-04-01,60,69.0,96.4229,94.7246,86.2639
Peru,2023-04-01,70,79.0,96.6252,95.1115,89.2542
Peru,2023-04-01,80,,92.78,90.6067,81.7075
Peru,2023-04-08,0,17.0,72.4406,61.6489,24.9839
Peru,2023-04-08,18,24.0,100.7031,96.0386,81.3149
Peru,2023-04-08,25,49.0,97.436,94.1361,81.0752
Peru,2023-04-08,50,59.0,96.1654,94.1204,83.7833
Peru,2023-04-08,60,69.0,96.4248,94.7266,86.2737
Peru,2023-04-08,70,79.0,96.628,95.1144,89.2696
Peru,2023-04-08,80,,92.7842,90.6116,81.7242
Peru,2023-04-15,0,17.0,72.5747,61.7415,25.0928
Peru,2023-04-15,18,24.0,100.7095,96.049,81.3608
Peru,2023-04-15,25,49.0,97.4399,94.1428,81.0978
Peru,2023-04-15,50,59.0,96.1675,94.1237,83.7962
Peru,2023-04-15,60,69.0,96.4267,94.7294,86.2877
Peru,2023-04-15,70,79.0,96.6306,95.118,89.287
Peru,2023-04-15,80,,92.7873,90.6152,81.7447
Peru,2023-04-22,0,17.0,72.7165,61.8464,25.2509
Peru,2023-04-22,18,24.0,100.7157,96.0617,81.4133
Peru,2023-04-22,25,49.0,97.4446,94.1498,81.1239
Peru,2023-04-22,50,59.0,96.1702,94.1267,83.8103
Peru,2023-04-22,60,69.0,96.4288,94.7326,86.3033
Peru,2023-04-22,70,79.0,96.6336,95.121,89.3059
Peru,2023-04-22,80,,92.7919,90.619,81.766
Peru,2023-04-29,0,17.0,72.9468,62.0081,25.5003
Peru,2023-04-29,18,24.0,100.7261,96.0777,81.4879
Peru,2023-04-29,25,49.0,97.4519,94.1597,81.1632
Peru,2023-04-29,50,59.0,96.1749,94.1324,83.8359
Peru,2023-04-29,60,69.0,96.4328,94.7375,86.327
Peru,2023-04-29,70,79.0,96.6383,95.1257,89.3328
Peru,2023-04-29,80,,92.7963,90.6238,81.7929
Peru,2023-05-06,0,17.0,72.9976,62.0473,25.5672
Peru,2023-05-06,18,24.0,100.7302,96.0838,81.5195
Peru,2023-05-06,25,49.0,97.4544,94.1638,81.1796
Peru,2023-05-06,50,59.0,96.1767,94.1347,83.8454
Peru,2023-05-06,60,69.0,96.4344,94.739,86.3367
Peru,2023-05-06,70,79.0,96.6395,95.1276,89.3449
Peru,2023-05-06,80,,92.7982,90.6256,81.8022
Peru,2023-05-13,0,17.0,73.0092,62.0617,25.6142
Peru,2023-05-13,18,24.0,100.7349,96.092,81.5554
Peru,2023-05-13,25,49.0,97.457,94.1679,81.1972
Peru,2023-05-13,50,59.0,96.1787,94.1371,83.8565
Peru,2023-05-13,60,69.0,96.4359,94.7407,86.3466
Peru,2023-05-13,70,79.0,96.6403,95.1293,89.3542
Peru,2023-05-13,80,,92.7993,90.6265,81.811
Peru,2023-05-20,0,17.0,73.024,62.0805,25.6786
Peru,2023-05-20,18,24.0,100.7396,96.1002,81.5949
Peru,2023-05-20,25,49.0,97.4605,94.1721,81.2158
Peru,2023-05-20,50,59.0,96.181,94.1393,83.8687
Peru,2023-05-20,60,69.0,96.4381,94.7431,86.3578
Peru,2023-05-20,70,79.0,96.6421,95.1316,89.3664
Peru,2023-05-20,80,,92.8018,90.6289,81.8238
Peru,2023-05-27,0,17.0,73.0364,62.0978,25.7424
Peru,2023-05-27,18,24.0,100.7442,96.1089,81.6328
Peru,2023-05-27,25,49.0,97.4636,94.1773,81.2343
Peru,2023-05-27,50,59.0,96.1829,94.1423,83.8802
Peru,2023-05-27,60,69.0,96.4398,94.7449,86.3678
Peru,2023-05-27,70,79.0,96.644,95.1342,89.3775
Peru,2023-05-27,80,,92.8038,90.6317,81.8361
Peru,2023-06-03,0,17.0,73.0473,62.1134,25.7934
Peru,2023-06-03,18,24.0,100.7493,96.1167,81.6651
Peru,2023-06-03,25,49.0,97.467,94.1826,81.2496
Peru,2023-06-03,50,59.0,96.185,94.1448,83.8913
Peru,2023-06-03,60,69.0,96.4414,94.747,86.3761
Peru,2023-06-03,70,79.0,96.6454,95.1367,89.3866
Peru,2023-06-03,80,,92.8053,90.6338,81.8459
Peru,2023-06-10,0,17.0,73.0557,62.1256,25.8379
Peru,2023-06-10,18,24.0,100.7528,96.1234,81.6929
Peru,2023-06-10,25,49.0,97.4697,94.1865,81.2642
Peru,2023-06-10,50,59.0,96.1873,94.1473,83.8992
Peru,2023-06-10,60,69.0,96.4426,94.7493,86.3859
Peru,2023-06-10,70,79.0,96.6473,95.1379,89.3953
Peru,2023-06-10,80,,92.8063,90.6349,81.8579
Peru,2023-06-17,0,17.0,73.0632,62.1361,25.8725
Peru,2023-06-17,18,24.0,100.7563,96.1297,81.7172
Peru,2023-06-17,25,49.0,97.4722,94.1903,81.2766
Peru,2023-06-17,50,59.0,96.189,94.1492,83.9071
Peru,2023-06-17,60,69.0,96.4441,94.751,86.3927
Peru,2023-06-17,70,79.0,96.6485,95.1396,89.4019
Peru,2023-06-17,80,,92.8075,90.6364,81.8647
Peru,2023-06-24,0,17.0,73.0713,62.1468,25.9097
Peru,2023-06-24,18,24.0,100.7599,96.1357,81.7433
Peru,2023-06-24,25,49.0,97.4746,94.1943,81.2889
Peru,2023-06-24,50,59.0,96.1906,94.1509,83.9149
Peru,2023-06-24,60,69.0,96.445,94.7525,86.3991
Peru,2023-06-24,70,79.0,96.6496,95.1413,89.4092
Peru,2023-06-24,80,,92.8089,90.6383,81.8717
Peru,2023-07-01,0,17.0,73.0786,62.1572,25.9417
Peru,2023-07-01,18,24.0,100.7632,96.1413,81.7651
Peru,2023-07-01,25,49.0,97.4773,94.1977,81.3006
Peru,2023-07-01,50,59.0,96.1921,94.153,83.9216
Peru,2023-07-01,60,69.0,96.4467,94.7548,86.4055
Peru,2023-07-01,70,79.0,96.6509,95.1426,89.4156
Peru,2023-07-01,80,,92.811,90.6392,81.8764
Peru,2023-07-08,0,17.0,73.0855,62.1659,25.9672
Peru,2023-07-08,18,24.0,100.7668,96.1463,81.7852
Peru,2023-07-08,25,49.0,97.4796,94.2013,81.3107
Peru,2023-07-08,50,59.0,96.1936,94.1551,83.927
Peru,2023-07-08,60,69.0,96.4483,94.7561,86.4102
Peru,2023-07-08,70,79.0,96.6521,95.1436,89.4196
Peru,2023-07-08,80,,92.812,90.6395,81.8798
Peru,2023-07-15,0,17.0,73.0964,62.1778,26.0023
Peru,2023-07-15,18,24.0,100.7707,96.1526,81.807
Peru,2023-07-15,25,49.0,97.4822,94.205,81.3215
Peru,2023-07-15,50,59.0,96.1949,94.1574,83.9333
Peru,2023-07-15,60,69.0,96.4495,94.7573,86.416
Peru,2023-07-15,70,79.0,96.6531,95.1448,89.4245
Peru,2023-07-15,80,,92.8125,90.6411,81.8853
Peru,2023-07-22,0,17.0,73.106,62.1881,26.033
Peru,2023-07-22,18,24.0,100.7764,96.1594,81.8313
Peru,2023-07-22,25,49.0,97.4853,94.2088,81.333
Peru,2023-07-22,50,59.0,96.1973,94.1599,83.94
Peru,2023-07-22,60,69.0,96.4515,94.7588,86.4215
Peru,2023-07-22,70,79.0,96.6542,95.1458,89.4322
Peru,2023-07-22,80,,92.8143,90.6423,81.8922
Peru,2023-07-29,0,17.0,73.1137,62.1958,26.0576
Peru,2023-07-29,18,24.0,100.7798,96.1643,81.8482
Peru,2023-07-29,25,49.0,97.4879,94.2124,81.3419
Peru,2023-07-29,50,59.0,96.1993,94.1618,83.9468
Peru,2023-07-29,60,69.0,96.4528,94.7607,86.4267
Peru,2023-07-29,70,79.0,96.656,95.1477,89.4371
Peru,2023-07-29,80,,92.8155,90.6449,81.8967
Peru,2023-08-05,0,17.0,73.1211,62.2041,26.0814
Peru,2023-08-05,18,24.0,100.7851,96.171,81.8665
Peru,2023-08-05,25,49.0,97.4916,94.2165,81.3508
Peru,2023-08-05,50,59.0,96.2019,94.1641,83.9522
Peru,2023-08-05,60,69.0,96.4545,94.7628,86.4311
Peru,2023-08-05,70,79.0,96.6577,95.1489,89.4412
Peru,2023-08-05,80,,92.8173,90.647,81.8999
Peru,2023-08-12,0,17.0,73.1298,62.2142,26.1048
Peru,2023-08-12,18,24.0,100.7883,96.1762,81.8836
Peru,2023-08-12,25,49.0,97.4939,94.2195,81.361
Peru,2023-08-12,50,59.0,96.2035,94.166,83.9585
Peru,2023-08-12,60,69.0,96.456,94.7645,86.4366
Peru,2023-08-12,70,79.0,96.6589,95.15,89.4466
Peru,2023-08-12,80,,92.818,90.6483,81.9038
Peru,2023-08-19,0,17.0,73.1432,62.2252,26.1312
Peru,2023-08-19,18,24.0,100.7918,96.1816,81.9056
Peru,2023-08-19,25,49.0,97.4959,94.2226,81.3704
Peru,2023-08-19,50,59.0,96.2048,94.1677,83.9641
Peru,2023-08-19,60,69.0,96.4573,94.7663,86.4419
Peru,2023-08-19,70,79.0,96.6598,95.1527,89.4518
Peru,2023-08-19,80,,92.8188,90.6519,81.909
Peru,2023-08-26,0,17.0,73.1596,62.2385,26.1553
Peru,2023-08-26,18,24.0,100.7946,96.1872,81.9272
Peru,2023-08-26,25,49.0,97.4981,94.2259,81.3798
Peru,2023-08-26,50,59.0,96.2063,94.1695,83.9698
Peru,2023-08-26,60,69.0,96.4586,94.7677,86.447
Peru,2023-08-26,70,79.0,96.6612,95.1536,89.4574
Peru,2023-08-26,80,,92.8204,90.6533,81.9145
Peru,2023-09-02,0,17.0,73.1778,62.2514,26.179
Peru,2023-09-02,18,24.0,100.7977,96.1918,81.9425
Peru,2023-09-02,25,49.0,97.4995,94.2282,81.3866
Peru,2023-09-02,50,59.0,96.2072,94.1709,83.9744
Peru,2023-09-02,60,69.0,96.4597,94.7692,86.4504
Peru,2023-09-02,70,79.0,96.6621,95.1548,89.4607
Peru,2023-09-02,80,,92.8213,90.6552,81.9174
Peru,2023-09-09,0,17.0,73.2009,62.2645,26.1988
Peru,2023-09-09,18,24.0,100.8004,96.197,81.9633
Peru,2023-09-09,25,49.0,97.5012,94.2307,81.3948
Peru,2023-09-09,50,59.0,96.2082,94.1731,83.9793
Peru,2023-09-09,60,69.0,96.4614,94.77,86.455
Peru,2023-09-09,70,79.0,96.6636,95.1554,89.4635
Peru,2023-09-09,80,,92.8231,90.6563,81.9208
Peru,2023-09-16,0,17.0,73.2252,62.2776,26.2113
Peru,2023-09-16,18,24.0,100.8034,96.2021,81.9822
Peru,2023-09-16,25,49.0,97.5031,94.2341,81.403
Peru,2023-09-16,50,59.0,96.2092,94.1754,83.9842
Peru,2023-09-16,60,69.0,96.4624,94.7716,86.4599
Peru,2023-09-16,70,79.0,96.6648,95.1564,89.4669
Peru,2023-09-16,80,,92.8244,90.657,81.9256
Peru,2023-09-23,0,17.0,73.2399,62.285,26.2163
Peru,2023-09-23,18,24.0,100.8048,96.2037,81.9899
Peru,2023-09-23,25,49.0,97.5041,94.2352,81.4065
Peru,2023-09-23,50,59.0,96.2099,94.1761,83.9864
Peru,2023-09-23,60,69.0,96.4631,94.772,86.4617
Peru,2023-09-23,70,79.0,96.6653,95.1566,89.4681
Peru,2023-09-23,80,,92.8256,90.6578,81.9265
